date,time,inttime,B,A
20240319,60000000,600,138.937236460452,136.729672834351
20240319,61500000,615,138.298932723296,136.729672834351
20240319,63000000,630,138.219750604187,136.729672834351
20240319,64500000,645,137.740871783872,136.729672834351
20240319,70000000,700,138.161954201353,136.729672834351
20240319,71500000,715,138.036582483971,136.729672834351
20240319,73000000,730,138.546840658938,136.729672834351
20240319,74500000,745,137.374237497863,136.729672834351
20240319,80000000,800,136.949445231878,136.729672834351
20240319,81500000,815,137.248967679744,136.729672834351
20240319,83000000,830,137.178796009221,136.729672834351
20240319,84500000,845,138.402819256359,136.729672834351
20240319,90000000,900,137.231848561266,136.729672834351
20240319,91500000,915,137.054586045039,137.10968596695
20240319,93000000,930,137.690751767457,138.141223467841
20240319,94500000,945,136.151209334771,136.463901965009
20240319,100000000,1000,137.702749517836,137.836455453356
20240319,101500000,1015,136.517532904336,136.616790883054
20240319,103000000,1030,136.001279134503,136.191858480603
20240319,104500000,1045,136.098454706156,136.225820927906
20240319,110000000,1100,137.418541903234,137.419428822718
20240319,111500000,1115,137.702826873749,137.519159599448
20240319,113000000,1130,136.026635396877,136.019806834752
20240319,114500000,1145,136.308968107067,136.379281673105
20240319,120000000,1200,135.986684264096,136.058485013996
20240319,121500000,1215,136.570292944394,136.452398946714
20240319,123000000,1230,135.862567748187,135.593540496505
20240319,124500000,1245,135.755388889656,135.490353067825
20240319,130000000,1300,136.015522026033,135.924330492566
20240319,131500000,1315,135.417135475673,135.301538683177
20240319,133000000,1330,136.173862956308,136.24469022527
20240319,134500000,1345,135.203871164574,135.379523207352
20240319,140000000,1400,135.269638661416,135.630043909445
20240319,141500000,1415,134.615968119753,134.863549170218
20240319,143000000,1430,135.726049817121,136.042800963631
20240319,144500000,1445,134.517635626249,135.011254670447
20240319,150000000,1500,134.677087276692,135.24782890872
20240319,151500000,1515,134.03725450214,134.407198514887
20240319,153000000,1530,134.447220551425,135.002838643007
20240319,154500000,1545,134.468977260252,135.002838643007
20240319,160000000,1600,134.934770907329,135.002838643007
20240319,161500000,1615,134.847476351798,135.002838643007
20240319,163000000,1630,134.561327426924,135.002838643007
20240319,164500000,1645,134.77027791456,135.002838643007
20240319,170000000,1700,134.9291943509,135.002838643007
20240319,171500000,1715,134.54689804805,135.002838643007
20240319,173000000,1730,134.234733345569,135.002838643007
20240319,174500000,1745,134.731178644667,135.002838643007
20240319,180000000,1800,134.608197143827,135.002838643007
20240319,181500000,1815,134.16495590893,135.002838643007
20240319,183000000,1830,134.914448041473,135.002838643007
20240319,184500000,1845,134.480165697843,135.002838643007
20240319,190000000,1900,134.506184764852,135.002838643007
20240319,191500000,1915,134.821649767378,135.002838643007
20240319,193000000,1930,134.604147295358,135.002838643007
20240319,194500000,1945,133.997844354578,135.002838643007
20240319,200000000,2000,134.426649418261,135.002838643007
20240319,201500000,2015,134.418980051337,135.002838643007
20240319,203000000,2030,134.035518025757,135.002838643007
20240319,204500000,2045,134.201126415032,135.002838643007
20240319,210000000,2100,134.341715818458,135.002838643007
20240319,211500000,2115,134.672010654277,135.002838643007
20240319,213000000,2130,134.598532224903,135.002838643007
20240319,214500000,2145,133.891182123786,135.002838643007
20240319,220000000,2200,133.84528008949,135.002838643007
20240319,221500000,2215,134.617400480946,135.002838643007
20240319,223000000,2230,134.024982101535,135.002838643007
20240319,224500000,2245,133.909859742959,135.002838643007
20240319,230000000,2300,134.076924511891,135.002838643007
20240319,231500000,2315,133.902316040991,135.002838643007
20240319,233000000,2330,134.242140329115,135.002838643007
20240319,234500000,2345,134.271530964754,135.002838643007
20240320,0,0,134.200449777178,135.002838643007
20240320,1500000,15,133.426941391423,135.002838643007
20240320,3000000,30,133.657600762665,135.002838643007
20240320,4500000,45,133.718665310524,135.002838643007
20240320,10000000,100,133.472765950828,135.002838643007
20240320,11500000,115,133.744372725829,135.002838643007
20240320,13000000,130,134.13964577752,135.002838643007
20240320,14500000,145,133.722174589865,135.002838643007
20240320,20000000,200,132.680216469679,135.002838643007
20240320,21500000,215,132.959026324905,135.002838643007
20240320,23000000,230,134.157975016504,135.002838643007
20240320,24500000,245,134.1118672284,135.002838643007
20240320,30000000,300,134.106882626533,135.002838643007
20240320,31500000,315,132.379537382506,135.002838643007
20240320,33000000,330,133.272610242355,135.002838643007
20240320,34500000,345,132.303696457639,135.002838643007
20240320,40000000,400,132.580789395485,135.002838643007
20240320,41500000,415,132.837546415969,135.002838643007
20240320,43000000,430,133.121446260128,135.002838643007
20240320,44500000,445,132.078203267295,135.002838643007
20240320,50000000,500,133.54958439606,135.002838643007
20240320,51500000,515,132.164100523915,135.002838643007
20240320,53000000,530,133.167283994954,135.002838643007
20240320,54500000,545,133.014031836174,135.002838643007
20240320,60000000,600,132.529521464713,135.002838643007
20240320,61500000,615,132.28917233587,135.002838643007
20240320,63000000,630,133.616994119592,135.002838643007
20240320,64500000,645,133.293611378286,135.002838643007
20240320,70000000,700,131.97909379971,135.002838643007
20240320,71500000,715,133.600148856051,135.002838643007
20240320,73000000,730,131.945949014619,135.002838643007
20240320,74500000,745,132.614649964373,135.002838643007
20240320,80000000,800,132.849278495989,135.002838643007
20240320,81500000,815,133.264166391331,135.002838643007
20240320,83000000,830,131.672689115971,135.002838643007
20240320,84500000,845,131.590369327336,135.002838643007
20240320,90000000,900,131.866694006946,135.002838643007
20240320,91500000,915,133.294864802032,134.81292374012452
20240320,93000000,930,134.801202363369,134.623008837242
20240320,94500000,945,133.656110015085,133.586999579224
20240320,100000000,1000,134.353703352759,134.357972360215
20240320,101500000,1015,134.322751668426,134.139294826998
20240320,103000000,1030,133.433212757915,133.440596427517
20240320,104500000,1045,134.966339059013,134.990521289264
20240320,110000000,1100,134.466389047427,134.580649195202
20240320,111500000,1115,134.205055382621,134.185625976953
20240320,113000000,1130,132.85581720442,132.770231709528
20240320,114500000,1145,133.187950996635,133.147670402943
20240320,120000000,1200,133.663934114807,133.655396886563
20240320,121500000,1215,133.867086976811,133.759145024733
20240320,123000000,1230,133.555029089242,133.399465647203
20240320,124500000,1245,132.404163957879,132.212128164031
